,date,Champion,weeks,event,season,attack,defense,difficulty,magic,main_role,partype,secondary_role,wait_rank_by_role,freqs,prob
1594,2014-04-29 00:00:00,Darius,2.0,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,29.0,5.0,0.0
1595,2014-05-06 00:00:00,Darius,3.0,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,28.0,5.0,0.0
1596,2014-05-13 00:00:00,Darius,4.0,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,26.0,5.0,0.0
1597,2014-05-20 00:00:00,Darius,5.0,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,25.0,5.0,0.0
1598,2014-05-27 00:00:00,Darius,6.0,1.0,Season 4,9,5,2,1,Fighter,Mana,Tank,22.0,6.0,0.7
1599,2014-06-01 00:00:00,Darius,0.7142857142857143,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,31.0,6.0,0.0
1600,2014-06-08 00:00:00,Darius,1.7142857142857142,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,27.0,6.0,0.0
1601,2014-06-15 00:00:00,Darius,2.7142857142857144,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,25.0,6.0,0.0
1602,2014-06-22 00:00:00,Darius,3.7142857142857144,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,22.0,6.0,0.0
1603,2014-06-29 00:00:00,Darius,4.714285714285714,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,19.0,6.0,0.0
1604,2014-07-06 00:00:00,Darius,5.714285714285714,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,15.0,6.0,0.0
1605,2014-07-13 00:00:00,Darius,6.714285714285714,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,13.0,6.0,0.0
1606,2014-07-20 00:00:00,Darius,7.714285714285714,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,12.0,6.0,0.1
1607,2014-07-27 00:00:00,Darius,8.714285714285714,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,8.0,6.0,0.2
1608,2014-08-03 00:00:00,Darius,9.714285714285714,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,8.0,6.0,0.1
1609,2014-08-10 00:00:00,Darius,10.714285714285714,1.0,Season 4,9,5,2,1,Fighter,Mana,Tank,5.0,7.0,0.3
1610,2014-08-17 00:00:00,Darius,1.0,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,32.0,7.0,0.0
1611,2014-08-24 00:00:00,Darius,2.0,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,30.0,7.0,0.0
1612,2014-09-01 00:00:00,Darius,3.142857142857143,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,27.0,7.0,0.0
1613,2014-09-08 00:00:00,Darius,4.142857142857143,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,25.0,7.0,0.0
1614,2014-09-15 00:00:00,Darius,5.142857142857143,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,24.0,7.0,0.0
1615,2014-09-22 00:00:00,Darius,6.142857142857143,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,21.0,7.0,0.0
1616,2014-09-29 00:00:00,Darius,7.142857142857143,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,19.0,7.0,0.0
1617,2014-10-06 00:00:00,Darius,8.142857142857142,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,16.0,7.0,0.0
1618,2014-10-13 00:00:00,Darius,9.142857142857142,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,11.0,7.0,0.0
1619,2014-10-20 00:00:00,Darius,10.142857142857142,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,8.0,7.0,0.1
1620,2014-10-27 00:00:00,Darius,11.142857142857142,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,7.0,7.0,0.0
1621,2014-11-04 00:00:00,Darius,12.285714285714286,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,7.0,7.0,0.1
1622,2014-11-11 00:00:00,Darius,13.285714285714286,0.0,Season 4,9,5,2,1,Fighter,Mana,Tank,5.0,7.0,0.2
1623,2014-11-18 00:00:00,Darius,14.285714285714286,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,7.0,0.1
1624,2014-11-25 00:00:00,Darius,15.285714285714286,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,7.0,0.0
1625,2014-12-02 00:00:00,Darius,16.285714285714285,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,7.0,0.0
1626,2014-12-09 00:00:00,Darius,17.285714285714285,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,7.0,0.1
1627,2014-12-16 00:00:00,Darius,18.285714285714285,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,7.0,0.0
1628,2014-12-23 00:00:00,Darius,19.285714285714285,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,7.0,0.0
1629,2014-12-30 00:00:00,Darius,20.285714285714285,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,7.0,0.0
1630,2015-01-06 00:00:00,Darius,21.285714285714285,1.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,4.0,8.0,0.6
1631,2015-01-13 00:00:00,Darius,1.0,0.0,Preseason 5,9,5,2,1,Fighter,Mana,Tank,34.0,8.0,0.0
1632,2013-02-05 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,18.0,0.0,0.0
1633,2013-02-12 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,19.5,0.0,0.0
1634,2013-02-19 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,20.5,0.0,0.0
1635,2013-02-26 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,22.0,0.0,0.1
1636,2013-03-05 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,24.0,0.0,0.0
1637,2013-03-12 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,26.0,0.0,0.0
1638,2013-03-19 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,26.5,0.0,0.0
1639,2013-03-26 00:00:00,Diana,-1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,27.5,0.0,0.0
1640,2013-04-02 00:00:00,Diana,-1.0,1.0,Season 3,7,6,4,8,Fighter,Mana,Mage,28.0,1.0,1.0
1641,2013-04-09 00:00:00,Diana,1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,21.0,1.0,0.0
1642,2013-04-16 00:00:00,Diana,2.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,20.0,1.0,0.0
1643,2013-04-23 00:00:00,Diana,3.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,19.0,1.0,0.0
1644,2013-04-30 00:00:00,Diana,4.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,18.0,1.0,0.0
1645,2013-05-07 00:00:00,Diana,5.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,15.0,1.0,0.0
1646,2013-05-14 00:00:00,Diana,6.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,14.0,1.0,0.0
1647,2013-05-21 00:00:00,Diana,7.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,14.0,1.0,0.0
1648,2013-05-28 00:00:00,Diana,8.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,13.0,1.0,0.0
1649,2013-06-04 00:00:00,Diana,9.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,10.5,1.0,0.0
1650,2013-06-11 00:00:00,Diana,10.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,9.5,1.0,0.0
1651,2013-06-18 00:00:00,Diana,11.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,7.5,1.0,0.0
1652,2013-06-25 00:00:00,Diana,12.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,4.5,1.0,0.0
1653,2013-07-02 00:00:00,Diana,13.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,3.0,1.0,0.0
1654,2013-07-09 00:00:00,Diana,14.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,3.0,1.0,0.0
1655,2013-07-16 00:00:00,Diana,15.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,2.0,1.0,0.0
1656,2013-07-23 00:00:00,Diana,16.0,1.0,Season 3,7,6,4,8,Fighter,Mana,Mage,2.0,2.0,1.0
1657,2013-07-30 00:00:00,Diana,1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,30.5,2.0,0.0
1658,2013-08-06 00:00:00,Diana,2.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,28.5,2.0,0.0
1659,2013-08-13 00:00:00,Diana,3.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,25.5,2.0,0.0
1660,2013-08-20 00:00:00,Diana,4.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,22.5,2.0,0.0
1661,2013-08-27 00:00:00,Diana,5.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,18.5,2.0,0.0
1662,2013-09-03 00:00:00,Diana,6.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,18.5,2.0,0.0
1663,2013-09-10 00:00:00,Diana,7.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,16.5,2.0,0.1
1664,2013-09-17 00:00:00,Diana,8.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,14.5,2.0,0.0
1665,2013-09-24 00:00:00,Diana,9.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,11.5,2.0,0.0
1666,2013-10-01 00:00:00,Diana,10.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,10.5,2.0,0.0
1667,2013-10-08 00:00:00,Diana,11.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,9.5,2.0,0.0
1668,2013-10-15 00:00:00,Diana,12.0,1.0,Season 3,7,6,4,8,Fighter,Mana,Mage,7.5,3.0,0.7
1669,2013-10-22 00:00:00,Diana,1.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,30.5,3.0,0.0
1670,2013-10-29 00:00:00,Diana,2.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,29.5,3.0,0.0
1671,2013-11-05 00:00:00,Diana,3.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,28.5,3.0,0.0
1672,2013-11-12 00:00:00,Diana,4.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,24.5,3.0,0.0
1673,2013-11-19 00:00:00,Diana,5.0,0.0,Season 3,7,6,4,8,Fighter,Mana,Mage,21.5,3.0,0.0
1674,2013-11-26 00:00:00,Diana,6.0,0.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,17.5,3.0,0.0
1675,2013-12-03 00:00:00,Diana,7.0,0.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,13.5,3.0,0.0
1676,2013-12-10 00:00:00,Diana,8.0,0.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,11.5,3.0,0.0
1677,2013-12-17 00:00:00,Diana,9.0,0.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,10.5,3.0,0.0
1678,2013-12-24 00:00:00,Diana,10.0,0.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,9.5,3.0,0.0
1679,2013-12-31 00:00:00,Diana,11.0,1.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,9.0,4.0,0.7
1680,2014-01-07 00:00:00,Diana,1.0,0.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,31.0,4.0,0.0
1681,2014-01-14 00:00:00,Diana,2.0,0.0,Preseason 4,7,6,4,8,Fighter,Mana,Mage,29.0,4.0,0.0
1682,2014-01-21 00:00:00,Diana,3.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,28.0,4.0,0.0
1683,2014-01-28 00:00:00,Diana,4.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,24.0,4.0,0.0
1684,2014-02-04 00:00:00,Diana,5.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,20.0,4.0,0.0
1685,2014-02-11 00:00:00,Diana,6.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,20.0,4.0,0.0
1686,2014-02-18 00:00:00,Diana,7.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,16.0,4.0,0.1
1687,2014-02-25 00:00:00,Diana,8.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,15.0,4.0,0.0
1688,2014-03-04 00:00:00,Diana,9.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,12.0,4.0,0.0
1689,2014-03-11 00:00:00,Diana,10.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,10.0,4.0,0.1
1690,2014-03-18 00:00:00,Diana,11.0,1.0,Season 4,7,6,4,8,Fighter,Mana,Mage,8.5,5.0,0.7
1691,2014-03-25 00:00:00,Diana,1.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,31.5,5.0,0.0
1692,2014-04-01 00:00:00,Diana,2.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,29.5,5.0,0.0
1693,2014-04-08 00:00:00,Diana,3.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,26.5,5.0,0.0
1694,2014-04-15 00:00:00,Diana,4.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,24.5,5.0,0.0
1695,2014-04-22 00:00:00,Diana,5.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,21.5,5.0,0.0
1696,2014-04-29 00:00:00,Diana,6.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,19.5,5.0,0.0
1697,2014-05-06 00:00:00,Diana,7.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,18.5,5.0,0.0
1698,2014-05-13 00:00:00,Diana,8.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,16.5,5.0,0.0
1699,2014-05-20 00:00:00,Diana,9.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,16.5,5.0,0.0
1700,2014-05-27 00:00:00,Diana,10.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,13.5,5.0,0.1
1701,2014-06-01 00:00:00,Diana,10.714285714285714,1.0,Season 4,7,6,4,8,Fighter,Mana,Mage,11.5,6.0,0.6
1702,2014-06-08 00:00:00,Diana,1.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,30.5,6.0,0.0
1703,2014-06-15 00:00:00,Diana,2.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,28.5,6.0,0.0
1704,2014-06-22 00:00:00,Diana,3.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,25.5,6.0,0.0
1705,2014-06-29 00:00:00,Diana,4.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,22.5,6.0,0.0
1706,2014-07-06 00:00:00,Diana,5.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,18.5,6.0,0.0
1707,2014-07-13 00:00:00,Diana,6.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,16.5,6.0,0.0
1708,2014-07-20 00:00:00,Diana,7.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,15.5,6.0,0.0
1709,2014-07-27 00:00:00,Diana,8.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,11.0,6.0,0.0
1710,2014-08-03 00:00:00,Diana,9.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,11.0,6.0,0.0
1711,2014-08-10 00:00:00,Diana,10.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,8.0,6.0,0.1
1712,2014-08-17 00:00:00,Diana,11.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,7.0,6.0,0.2
1713,2014-08-24 00:00:00,Diana,12.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,5.0,6.0,0.1
1714,2014-09-01 00:00:00,Diana,13.142857142857142,1.0,Season 4,7,6,4,8,Fighter,Mana,Mage,2.5,7.0,0.7
1715,2014-09-08 00:00:00,Diana,1.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,32.0,7.0,0.0
1716,2014-09-15 00:00:00,Diana,2.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,31.0,7.0,0.0
1717,2014-09-22 00:00:00,Diana,3.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,28.0,7.0,0.0
1718,2014-09-29 00:00:00,Diana,4.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,26.0,7.0,0.0
1719,2014-10-06 00:00:00,Diana,5.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,23.0,7.0,0.0
1720,2014-10-13 00:00:00,Diana,6.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,18.0,7.0,0.0
1721,2014-10-20 00:00:00,Diana,7.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,15.0,7.0,0.0
1722,2014-10-27 00:00:00,Diana,8.0,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,14.0,7.0,0.0
1723,2014-11-04 00:00:00,Diana,9.142857142857142,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,14.0,7.0,0.0
1724,2014-11-11 00:00:00,Diana,10.142857142857142,0.0,Season 4,7,6,4,8,Fighter,Mana,Mage,11.0,7.0,0.1
1725,2014-11-18 00:00:00,Diana,11.142857142857142,1.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,9.0,8.0,0.8
1726,2014-11-25 00:00:00,Diana,1.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,32.5,8.0,0.0
1727,2014-12-02 00:00:00,Diana,2.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,32.5,8.0,0.0
1728,2014-12-09 00:00:00,Diana,3.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,30.5,8.0,0.0
1729,2014-12-16 00:00:00,Diana,4.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,27.5,8.0,0.0
1730,2014-12-23 00:00:00,Diana,5.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,25.5,8.0,0.0
1731,2014-12-30 00:00:00,Diana,6.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,22.5,8.0,0.0
1732,2015-01-06 00:00:00,Diana,7.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,22.5,8.0,0.0
1733,2015-01-13 00:00:00,Diana,8.0,0.0,Preseason 5,7,6,4,8,Fighter,Mana,Mage,20.5,8.0,0.0
1734,2013-02-05 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,18.0,0.0,0.0
1735,2013-02-12 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,19.5,0.0,0.0
1736,2013-02-19 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,20.5,0.0,0.0
1737,2013-02-26 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,22.0,0.0,0.0
1738,2013-03-05 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,24.0,0.0,0.0
1739,2013-03-12 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,26.0,0.0,0.0
1740,2013-03-19 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,26.5,0.0,0.0
1741,2013-03-26 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,27.5,0.0,0.0
1742,2013-04-02 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,28.0,0.0,0.0
1743,2013-04-09 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,29.0,0.0,0.0
1744,2013-04-16 00:00:00,Dr. Mundo,-1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,29.0,0.0,0.0
1745,2013-04-23 00:00:00,Dr. Mundo,-1.0,1.0,Season 3,5,7,5,6,Fighter,None,Tank,29.5,1.0,0.9
1746,2013-04-30 00:00:00,Dr. Mundo,1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,23.5,1.0,0.0
1747,2013-05-07 00:00:00,Dr. Mundo,2.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,19.5,1.0,0.1
1748,2013-05-14 00:00:00,Dr. Mundo,3.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,18.5,1.0,0.0
1749,2013-05-21 00:00:00,Dr. Mundo,4.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,18.5,1.0,0.0
1750,2013-05-28 00:00:00,Dr. Mundo,5.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,17.5,1.0,0.0
1751,2013-06-04 00:00:00,Dr. Mundo,6.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,14.5,1.0,0.0
1752,2013-06-11 00:00:00,Dr. Mundo,7.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,13.5,1.0,0.0
1753,2013-06-18 00:00:00,Dr. Mundo,8.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,11.0,1.0,0.0
1754,2013-06-25 00:00:00,Dr. Mundo,9.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,8.0,1.0,0.0
1755,2013-07-02 00:00:00,Dr. Mundo,10.0,1.0,Season 3,5,7,5,6,Fighter,None,Tank,6.0,2.0,0.8
1756,2013-07-09 00:00:00,Dr. Mundo,1.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,30.5,2.0,0.0
1757,2013-07-16 00:00:00,Dr. Mundo,2.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,27.5,2.0,0.0
1758,2013-07-23 00:00:00,Dr. Mundo,3.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,24.5,2.0,0.0
1759,2013-07-30 00:00:00,Dr. Mundo,4.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,22.5,2.0,0.0
1760,2013-08-06 00:00:00,Dr. Mundo,5.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,20.5,2.0,0.0
1761,2013-08-13 00:00:00,Dr. Mundo,6.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,17.5,2.0,0.0
1762,2013-08-20 00:00:00,Dr. Mundo,7.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,14.5,2.0,0.0
1763,2013-08-27 00:00:00,Dr. Mundo,8.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,10.5,2.0,0.0
1764,2013-09-03 00:00:00,Dr. Mundo,9.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,10.5,2.0,0.0
1765,2013-09-10 00:00:00,Dr. Mundo,10.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,8.5,2.0,0.0
1766,2013-09-17 00:00:00,Dr. Mundo,11.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,7.5,2.0,0.0
1767,2013-09-24 00:00:00,Dr. Mundo,12.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,6.0,2.0,0.0
1768,2013-10-01 00:00:00,Dr. Mundo,13.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,5.0,2.0,0.0
1769,2013-10-08 00:00:00,Dr. Mundo,14.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,5.0,2.0,0.0
1770,2013-10-15 00:00:00,Dr. Mundo,15.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,4.0,2.0,0.0
1771,2013-10-22 00:00:00,Dr. Mundo,16.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1772,2013-10-29 00:00:00,Dr. Mundo,17.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1773,2013-11-05 00:00:00,Dr. Mundo,18.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1774,2013-11-12 00:00:00,Dr. Mundo,19.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1775,2013-11-19 00:00:00,Dr. Mundo,20.0,0.0,Season 3,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1776,2013-11-26 00:00:00,Dr. Mundo,21.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1777,2013-12-03 00:00:00,Dr. Mundo,22.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1778,2013-12-10 00:00:00,Dr. Mundo,23.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,3.0,2.0,0.0
1779,2013-12-17 00:00:00,Dr. Mundo,24.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1780,2013-12-24 00:00:00,Dr. Mundo,25.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1781,2013-12-31 00:00:00,Dr. Mundo,26.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1782,2014-01-07 00:00:00,Dr. Mundo,27.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1783,2014-01-14 00:00:00,Dr. Mundo,28.0,0.0,Preseason 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1784,2014-01-21 00:00:00,Dr. Mundo,29.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1785,2014-01-28 00:00:00,Dr. Mundo,30.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1786,2014-02-04 00:00:00,Dr. Mundo,31.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1787,2014-02-11 00:00:00,Dr. Mundo,32.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1788,2014-02-18 00:00:00,Dr. Mundo,33.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1789,2014-02-25 00:00:00,Dr. Mundo,34.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1790,2014-03-04 00:00:00,Dr. Mundo,35.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1791,2014-03-11 00:00:00,Dr. Mundo,36.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1792,2014-03-18 00:00:00,Dr. Mundo,37.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1793,2014-03-25 00:00:00,Dr. Mundo,38.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1794,2014-04-01 00:00:00,Dr. Mundo,39.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1795,2014-04-08 00:00:00,Dr. Mundo,40.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1796,2014-04-15 00:00:00,Dr. Mundo,41.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
1797,2014-04-22 00:00:00,Dr. Mundo,42.0,0.0,Season 4,5,7,5,6,Fighter,None,Tank,2.0,2.0,0.0
